course,instructor,quarter,year,A,nLetterStudents
FR        4,BEN YOUSSEF C,Summer,2021,4,10
FR        3,TYBJERG D M,Summer,2021,3,15
FR        2,LMAIFI M,Summer,2021,2,18
FR        1,FREEBURG S,Summer,2021,2,12
FEMSTW  150,VICTORIAN J M,Summer,2021,23,97
FEMSTW  150,WALD A P,Summer,2021,32,111
FEMSTW   20,SORIANO K M,Summer,2021,24,102
FEMSTW   20,VON WALD K,Summer,2021,76,113
FEMST    80,PIERCE A M,Summer,2021,19,52
FEMST    60,SPENCER M H,Summer,2021,12,53
FAMSTW  151FA,DRISKEL D B,Summer,2021,2,17
FAMST   192DT,STROBEL N E,Summer,2021,3,49
FAMST   192CT,ORZEL C H,Summer,2021,6,54
FAMST   188WS,JACKSON W E,Summer,2021,7,15
FAMST   188SS,MCNAMARA J P,Summer,2021,7,15
FAMST   188A,JACKSON W E,Summer,2021,11,16
FAMST   188A,MCNAMARA J P,Summer,2021,5,18
FAMST   166EG,PENABELLA M A,Summer,2021,7,24
FAMST   110,MELNICK R D,Summer,2021,9,14
FAMST   104,JENKINS C L,Summer,2021,5,17
FAMST    96,BALL R C,Summer,2021,5,42
FAMST    70,KILEY J T,Summer,2021,13,48
FAMST    56ZM,FELANDO C L,Summer,2021,3,46
FAMST    55CY,BRUSUTTI A,Summer,2021,4,41
FAMST    46,BRUSUTTI A,Summer,2021,11,65
FAMST    46,FELANDO C L,Summer,2021,2,76
ESS  W  131,SLADE A M,Summer,2021,6,72
ESS  W    3,JAMIESON A E,Summer,2021,25,143
ENV S   193TW,KAMAL-HEIKMAN,Summer,2021,6,23
ENV S   193TK,MCMURTREY M J,Summer,2021,4,10
ENV S   193ST,QUIROS W,Summer,2021,16,25
ENV S   193PL,WILLIAMS D L,Summer,2021,1,8
ENV S   188,PYE L,Summer,2021,12,52
ENV S   184,REHNBERG N M,Summer,2021,10,32
ENV S   161,JACOBS J P,Summer,2021,7,27
ENV S   122CC,HILTNER K C,Summer,2021,4,16
ENV S   115,LOVERING J,Summer,2021,10,74
ENV S   112,KUNDU M,Summer,2021,4,51
ENV S   100,TYLER C M,Summer,2021,24,67
ENV S     3,WAHLERT G A,Summer,2021,12,50
ENV S     2,MORET S L,Summer,2021,27,59
ENV S     1,REHNBERG N M,Summer,2021,34,70
ENGR W    3,MOEHLIS J M,Summer,2021,20,52
ENGR    101,FENRICH E B,Summer,2021,16,33
ENGR    101,HOUGH K C,Summer,2021,21,37
ENGL    193,MUKHERJEE S,Summer,2021,20,32
ENGL    192DF,DONNELLY B,Summer,2021,5,34
ENGL    190CA,TYBJERG D M,Summer,2021,9,20
ENGL    187ML,DUFFY A E,Summer,2021,6,12
ENGL    184,BOSCAGLI M,Summer,2021,7,10
ENGL    171LE,ROEPE M W,Summer,2021,8,28
ENGL    170SB,PETTERSSON PE,Summer,2021,8,27
ENGL    170MB,BADLEY III D,Summer,2021,28,33
ENGL    146IF,LEACH R K,Summer,2021,9,24
ENGL    134AA,HUANG YU,Summer,2021,6,27
ENGL    124,DUFFY A E,Summer,2021,13,29
ENGL    122UE,BOSCAGLI M,Summer,2021,6,8
ENGL    122CM,HILTNER K C,Summer,2021,22,28
ENGL    122CC,HILTNER K C,Summer,2021,10,16
ENGL    104A,HUANG YU,Summer,2021,5,30
ENGL    103B,DONNELLY B,Summer,2021,7,34
ENGL    102,ZISA J E,Summer,2021,9,25
ENGL    101,BLURTON H F,Summer,2021,6,32
ENGL     50,BLAKE F D,Summer,2021,1,23
ENGL     50,RODRIGUEZ E J,Summer,2021,16,30
ENGL     15,MESSNER M S,Summer,2021,13,27
ENGL     15,RAYCHAWDHURI,Summer,2021,9,28
ENGL     10,ALHALABIEH D,Summer,2021,7,17
ENGL     10,BARTOLINI A,Summer,2021,12,19
ENGL     10,COLLINS W J,Summer,2021,21,23
ENGL     10,COOK J N,Summer,2021,12,17
ENGL     10,MACIAS R,Summer,2021,3,12
ENGL     10,MCALPIN-LEVIT,Summer,2021,10,24
ENGL     10,REEVE D J,Summer,2021,7,19
ENGL     10,RUSSELL J S,Summer,2021,2,20
ENGL     10,SINTURA M C,Summer,2021,6,20
ENGL     10,STEGEMOELLER,Summer,2021,10,20
ENGL     10,URCAREGUI M J,Summer,2021,4,16
EEMB W  158,IGLESIAS-RODR,Summer,2021,6,28
EEMB W  146,BRIGGS C J,Summer,2021,17,43
EEMB W   22,EVEN T J,Summer,2021,2,8
EEMB    159,EVEN T J,Summer,2021,9,40
EEMB    138,THOMASSON K M,Summer,2021,7,20
EEMB    131,EVELYN C J,Summer,2021,2,32
EEMB    127L,MAZER S J,Summer,2021,8,15
EEMB    127,MAZER S J,Summer,2021,7,50
EEMB    120,FORBES E S,Summer,2021,40,54
EEMB      7,THOMASSON K M,Summer,2021,41,126
EEMB      2,EVEN T J,Summer,2021,57,272
EDS     221,HORST A M,Summer,2021,0,0
EDS     216,JASECHKO S A,Summer,2021,5,25
EDS     215,FREW J E,Summer,2021,0,0
EDS     214,BRUN J,Summer,2021,0,0
EDS     212,HORST A M,Summer,2021,0,0
ED   W  125,DUQUE J D,Summer,2021,36,69
ED   S  371,LOHWASSER K,Summer,2021,0,0
ED   S  321M,LOHWASSER K,Summer,2021,0,0
ED   M  371,SCAFIDE M E,Summer,2021,0,0
ED   M  321M,OGRAIN C M,Summer,2021,0,0
ED   HSS371,ESTABROOK J A,Summer,2021,0,0
ED   HSS371,MULLIN C D,Summer,2021,0,0
ED   HSS321M,ESTABROOK J A,Summer,2021,0,0
ED   HSS321M,MULLIN C D,Summer,2021,0,0
ED   E  371,DEWAR T J,Summer,2021,0,0
ED   E  321M,DEWAR T J,Summer,2021,0,0
ED      370,CARLYLE A M,Summer,2021,0,0
ED      370,GRIBBLE J W,Summer,2021,0,0
ED      370,MEYER M N,Summer,2021,0,0
ED      370,OXELSON E M,Summer,2021,0,0
ED      340,FEDDERS A,Summer,2021,0,0
ED      330,LOWI R S,Summer,2021,0,0
ED      327,BODENHAMER B,Summer,2021,0,0
ED      326,WHITAKER D R,Summer,2021,0,0
ED      319,SCALZO J N,Summer,2021,45,45
ED      318,HARRIS S Y,Summer,2021,37,37
ED      291,FEDDERS A,Summer,2021,9,12
ED      268,DUQUE J D,Summer,2021,17,17
ED      268,HARVEY V A,Summer,2021,18,18
ED      268,OXELSON E M,Summer,2021,17,17
ED      268,OZUNA C S,Summer,2021,18,18
ED      264,DUQUE J D,Summer,2021,18,18
ED      264,HARVEY V A,Summer,2021,20,20
ED      263,HARVEY V A,Summer,2021,22,22
ED      263,SHACKLEY M J,Summer,2021,22,22
ED      261,BUMBY A K,Summer,2021,21,21
ED      261,DUQUE J D,Summer,2021,19,19
ED      261,OXELSON E M,Summer,2021,21,21
ED      261,SEVILLA P C,Summer,2021,0,22
ED      229D,HOLDREN N R,Summer,2021,0,0
ED      229D,MORAN A S,Summer,2021,5,5
ED      228L,MORAN A S,Summer,2021,12,12
ED      228B,FEDDERS A,Summer,2021,7,7
ED      228A,HOLDREN N R,Summer,2021,5,7
ED      222B,EVANSTEIN E K,Summer,2021,5,5
ED      150,ROBERTS S A,Summer,2021,28,42
ED      145,AZZAM T,Summer,2021,2,15
ED      123,LEE J S,Summer,2021,14,48
ED      123,MEIER V C,Summer,2021,21,22
ED      121,BLACKWELL K S,Summer,2021,13,23
ED      111,CHAGOLLA D,Summer,2021,10,53
ED      109M,SHISHIM M D,Summer,2021,0,0
ECON    193,ROYER H N,Summer,2021,0,0
ECON    150B,RUPERT P,Summer,2021,13,56
ECON    140B,STEIGERWALD D,Summer,2021,6,36
ECON    140A,STEIGERWALD D,Summer,2021,26,91
ECON    137A,GROVER S R,Summer,2021,14,37
ECON    136C,HARMON C J,Summer,2021,8,39
ECON    136A,GROVER S R,Summer,2021,10,36
ECON    135,BOHN H,Summer,2021,10,39
ECON    135,GARRATT R J,Summer,2021,11,52
ECON    134A,HARTMAN J L,Summer,2021,26,134
ECON    118,FULKERSON S D,Summer,2021,9,55
ECON    101,BIRCHENALL J,Summer,2021,30,114
ECON    100B,QIN C Z,Summer,2021,25,76
ECON     10A,HARTMAN J L,Summer,2021,11,197
ECON      3B,FULKERSON S D,Summer,2021,7,39
ECON      3A,HARMON C J,Summer,2021,12,53
ECON      1,BEDARD K L,Summer,2021,32,63
EARTHW   20,ALESSIO P A,Summer,2021,24,71
EARTH   123,PU J P,Summer,2021,6,19
EARTH    10,ERICKSON E A,Summer,2021,8,32
EARTH     7,EVERETT C J,Summer,2021,6,37
EARTH     4,WOLTZ C R,Summer,2021,10,17
EARTH     2,WROBEL A J,Summer,2021,5,19
EACS    181ML,JIANG L,Summer,2021,6,16
EACS      4B,MA Y,Summer,2021,18,69
EACS      4B,NI Y,Summer,2021,18,69
DANCEW   36,BENNAHUM D,Summer,2021,10,60
DANCE    43A,ALMARAZ A,Summer,2021,1,25
COMM W  146,HANSIA M S,Summer,2021,21,49
COMM W  107,DUNBAR N E,Summer,2021,29,86
COMM    177,ABRA G J,Summer,2021,17,42
COMM    166,GILES M N,Summer,2021,15,41
COMM    160PD,LANE D S,Summer,2021,40,67
COMM    160DS,MATNI Z A,Summer,2021,7,33
COMM    160DM,HAMILTON K A,Summer,2021,16,62
COMM    152,NAVICK N,Summer,2021,5,29
COMM    151,EDWARDS A L,Summer,2021,8,37
COMM    150,ABRA G J,Summer,2021,20,41
COMM    148,HAUGHTON C N,Summer,2021,25,43
COMM    144,KIRKWOOD G L,Summer,2021,17,41
COMM    139,NABI R L,Summer,2021,3,32
COMM    136,WILKENFELD N,Summer,2021,13,32
COMM    133,WEBER R,Summer,2021,4,35
COMM    128,MOLINA-ROGERS,Summer,2021,19,42
COMM    127,LINZ D G,Summer,2021,32,40
COMM    124,AFIFI T D,Summer,2021,8,44
COMM    123,REID S A,Summer,2021,1,26
COMM    117,DO K N,Summer,2021,27,45
COMM    117,PEREZ TORRES,Summer,2021,4,31
COMM    116,FLANAGIN A J,Summer,2021,3,16
COMM    113,KING  J L K,Summer,2021,18,26
COMM    111,AFIFI W A,Summer,2021,6,59
COMM    101,PETRO G Z,Summer,2021,15,46
COMM     89,LEW Z J,Summer,2021,13,36
COMM     89,MOXLEY C M,Summer,2021,17,42
COMM     88,CHEN Y,Summer,2021,3,42
COMM     88,QUICK J D,Summer,2021,22,48
COMM      1,SALEHUDDIN A,Summer,2021,4,35
COMM      1,YOUK S,Summer,2021,6,51
CNCSP   271A,DOWDY E T,Summer,2021,0,0
CNCSP   271A,GOODWIN J W,Summer,2021,0,0
CNCSP   114,VALADEZ A M,Summer,2021,17,55
CNCSP   112,CHAN M,Summer,2021,22,71
CNCSP   111,MORGAN M L,Summer,2021,17,21
CNCSP   110,WEI C,Summer,2021,7,37
CNCSP   101,JANES L,Summer,2021,8,38
CNCSP   101,SANCHEZ A,Summer,2021,14,38
CMPSCW    8,MIRZA D,Summer,2021,25,130
CMPSC    90DA,SOLIS S W,Summer,2021,4,5
CMPSC    40,SHANKAR S C,Summer,2021,9,17
CMPSC    24,KASOWSKI J M,Summer,2021,6,23
CMPSC    16,PAKRAVAN S,Summer,2021,31,72
CMPSC    16,SISCO Z D,Summer,2021,15,87
CMPSC     8,SOLIS S W,Summer,2021,67,130
CLASS    40H,GALLUCCI R,Summer,2021,0,7
CLASS    40,GALLUCCI R,Summer,2021,55,188
CLASS    40,SEGAL N A,Summer,2021,44,151
CLASS    20A,CASTLE R E,Summer,2021,7,36
CHIN    103,GUAN D,Summer,2021,9,19
CHIN     80,MAZANEC T J,Summer,2021,28,74
CHEM W  142A,KAHN K,Summer,2021,2,21
CHEM    173A,BERNT C M,Summer,2021,14,56
CHEM    150,BURATTO S K,Summer,2021,20,39
CHEM    109C,GAINER M J,Summer,2021,5,80
CHEM    109A,LEWIS R B,Summer,2021,4,55
CHEM      6CL,GAINER M J,Summer,2021,2,9
CHEM      6BL,GAINER M J,Summer,2021,25,138
CHEM      6BL,LEWIS R B,Summer,2021,3,18
CHEM      6AL,GAINER M J,Summer,2021,21,140
CHEM      1CL,VAN KOPPEN P,Summer,2021,7,108
CHEM      1C,SYLVESTER B M,Summer,2021,34,218
CHEM      1BL,BERNT C M,Summer,2021,12,106
CHEM      1B,JOSEPH C A,Summer,2021,4,152
CH ST   168F,MORENO CAMPOS,Summer,2021,14,19
CH ST   168B,MORENO CAMPOS,Summer,2021,24,32
CH ST   140,CHAVEZ M V,Summer,2021,20,29
CH ST   138,BUENDIA DE LL,Summer,2021,9,33
CH ST   133,LARRAAGA K D,Summer,2021,6,32
CH ST     1C,GARCIA-MARTIN,Summer,2021,19,56
CH ST     1B,HERNANDEZ E D,Summer,2021,2,50
CH ST     1A,ARMBRUSTER R,Summer,2021,16,56
CH E W    5,CHADA J P,Summer,2021,4,5
C LIT   188,MOVSESIAN H,Summer,2021,6,22
C LIT   171,TYBJERG D M,Summer,2021,2,10
C LIT   128A,FELDMAN R H,Summer,2021,30,86
C LIT   113,BELLOMI J J,Summer,2021,19,42
C LIT    34,JAN K L,Summer,2021,18,22
C LIT    32,TAHA R,Summer,2021,7,20
C LIT    31,SUN X,Summer,2021,11,20
C LIT    30C,LOVETT D W,Summer,2021,6,13
C LIT    30B,KEYNEJAD N P,Summer,2021,7,17
C LIT    30A,D'ANCA C,Summer,2021,10,23
C LIT    29,SCHRANCK J B,Summer,2021,3,14
BL ST   174,ALVES J A,Summer,2021,11,47
BL ST   126,AKUDINOBI J,Summer,2021,8,43
BL ST   124,ARGUERA S M,Summer,2021,12,32
BL ST     3,AKUDINOBI J,Summer,2021,13,28
BL ST     1,STEWART J C,Summer,2021,29,75
ASTRO     1,GELLER R M,Summer,2021,6,54
AS AM   137,ZULUETA B C,Summer,2021,2,17
AS AM   124,NINH E K,Summer,2021,3,21
AS AM   118,LYTLE T J,Summer,2021,14,30
AS AM     5,PANDYA S P,Summer,2021,53,154
AS AM     4,WELTY L A,Summer,2021,37,105
AS AM     2,PARK J S W,Summer,2021,8,58
AS AM     1,ZHAO X,Summer,2021,82,173
ARTHI   136I,CHATTOPADHYAY,Summer,2021,3,21
ARTHI   117F,GARFINKLE C G,Summer,2021,28,34
ARTHI   107C,MEADOW M A,Summer,2021,6,24
ARTHI     6L,WHITE J S,Summer,2021,18,82
ARTHI     6K,FATHI S,Summer,2021,10,37
ARTHI     6E,OGBECHIE S O,Summer,2021,9,21
ARTHI     6DS,VON MIRBACH H,Summer,2021,25,78
ARTHI     6C,MIRZAEI M,Summer,2021,4,39
ARTHI     6B,GOOD F E,Summer,2021,29,71
ARTHI     5B,MORRIS S C,Summer,2021,20,40
ARTHI     5A,JAMESON-ELLSM,Summer,2021,12,63
ART     130,TASCHIAN H J,Summer,2021,7,19
ART     126,VANDERPOOL J,Summer,2021,14,18
ART     117,HAYDEN N,Summer,2021,10,35
ART     100,GLOVER Y H,Summer,2021,11,19
ART      18,BELTZ E A,Summer,2021,3,16
ART      10,GLOVER Y H,Summer,2021,5,15
ART      10,KOTH M K,Summer,2021,4,16
ART       7B,IGNON M E,Summer,2021,14,22
ART       1A,TASCHIAN H J,Summer,2021,9,28
ANTH    155,RADDE H D,Summer,2021,2,13
ANTH    148,KUNDU M,Summer,2021,1,47
ANTH    138TS,SMITH E K,Summer,2021,4,18
ANTH    137,GONZALEZ T A,Summer,2021,7,29
ANTH    131CA,BROWN K M,Summer,2021,13,35
ANTH    129,IOANNIDES M J,Summer,2021,3,9
ANTH    125,TABER P K,Summer,2021,14,24
ANTH    111,KUNDU M,Summer,2021,3,55
ANTH    110,SMITH G L,Summer,2021,7,20
ANTH    109,RARESHIDE E,Summer,2021,4,36
ANTH      5,GAULIN S J,Summer,2021,1,32
ANTH      3SS,MELTON M A,Summer,2021,5,37
ANTH      2,SMYTH L M,Summer,2021,22,55
ANTH      2,WALSH C,Summer,2021,17,45
WRIT W  107WC,BROWN KARA,Fall,2021,20,24
WRIT W  107WC,WEBBER M A,Fall,2021,9,22
WRIT    501,JOHNSON J K,Fall,2021,11,11
WRIT    131A,COKLIN L,Fall,2021,16,21
WRIT    124,MORRIS N S,Fall,2021,3,5
WRIT    109V,HARRIS-MOORE,Fall,2021,9,42
WRIT    109ST,STANSELL A,Fall,2021,14,41
WRIT    109SS,BAILLARGEON K,Fall,2021,34,43
WRIT    109SS,ROSS ALTARAC,Fall,2021,2,19
WRIT    109HU,HIRSCH S A,Fall,2021,6,19
WRIT    109HU,SAUR E H,Fall,2021,17,25
WRIT    109HP,BRADLEY N D,Fall,2021,22,23
WRIT    109HP,CHENOWETH R C,Fall,2021,16,23
WRIT    109GS,FANCHER P J,Fall,2021,15,23
WRIT    109F,HUK P M,Fall,2021,10,20
WRIT    109F,THOMAS C,Fall,2021,37,47
WRIT    109ED,WARWICK N L,Fall,2021,11,23
WRIT    109CS,VERTIZ V,Fall,2021,7,22
WRIT    107T,FRANK D M,Fall,2021,37,46
WRIT    107M,WHITTET E O,Fall,2021,28,44
WRIT    107L,DONELAN J H,Fall,2021,8,19
WRIT    107J,MENA H P,Fall,2021,12,23
WRIT    107J,MORRIS N S,Fall,2021,10,21
WRIT    107G,COKLIN L,Fall,2021,9,40
WRIT    107DJ,MENA H P,Fall,2021,5,21
WRIT    107B,ERNST B C,Fall,2021,16,25
WRIT    107B,GENOVA G L,Fall,2021,7,25
WRIT    107B,MCHUGH P,Fall,2021,23,43
WRIT    107B,ROGERS P M,Fall,2021,18,20
WRIT    107A,JOHNSON J K,Fall,2021,5,21
WRIT    105WE,MCHUGH P,Fall,2021,14,23
WRIT    105SW,SMITH K A,Fall,2021,22,45
WRIT    105S,PROPEN A D,Fall,2021,18,22
WRIT    105R,SAMUELS R D,Fall,2021,7,33
WRIT    105PS,GENOVA G L,Fall,2021,5,18
WRIT    105PS,HANSON J L,Fall,2021,14,22
WRIT    105PD,SAMUELS R D,Fall,2021,4,18
WRIT    105M,FANCHER P J,Fall,2021,26,51
WRIT    105M,PROPEN A D,Fall,2021,17,22
WRIT    105G,COTICH C,Fall,2021,4,21
WRIT    105CR,HAMMER L M,Fall,2021,2,7
WRIT    105C,KRUT R M,Fall,2021,39,45
WRIT    105C,WHITTET E O,Fall,2021,11,23
WRIT     50,RUTHERFORD K,Fall,2021,37,47
WRIT     28,FANCHER P J,Fall,2021,5,5
WRIT     28,VERTIZ V,Fall,2021,5,5
WRIT      2E,FRANK D M,Fall,2021,19,25
WRIT      2E,HUK P M,Fall,2021,21,48
WRIT      2E,STANSELL A,Fall,2021,9,23
WRIT      2,BAILLARGEON K,Fall,2021,57,115
WRIT      2,COTICH C,Fall,2021,0,9
WRIT      2,DONELAN J H,Fall,2021,10,43
WRIT      2,ERNST B C,Fall,2021,21,49
WRIT      2,HANSON J L,Fall,2021,69,143
WRIT      2,MURTI-HALI D,Fall,2021,22,45
WRIT      2,PATTERSON K A,Fall,2021,6,14
WRIT      2,RUTHERFORD K,Fall,2021,19,25
WRIT      2,THOMAS C,Fall,2021,10,23
WRIT      2,VERTIZ V,Fall,2021,12,26
WRIT      2,WARWICK N L,Fall,2021,59,174
WRIT      2,YAMBOLIEV K I,Fall,2021,9,68
WRIT      1E,BRADLEY N D,Fall,2021,5,11
WRIT      1,CHENOWETH R C,Fall,2021,7,48
WRIT      1,HAMMER L M,Fall,2021,1,14
WRIT      1,HIRSCH S A,Fall,2021,25,48
WRIT      1,PATTERSON K A,Fall,2021,6,32
WRIT      1,ROSS ALTARAC,Fall,2021,7,15
WRIT      1,SAUR E H,Fall,2021,22,48
WRIT      1,WEBBER M A,Fall,2021,6,49
W&L  CS 170A,DELCHEVA M P,Fall,2021,0,0
W&L  CS 142,TERVALON J,Fall,2021,0,0
W&L  CS 120,TERVALON J,Fall,2021,0,0
W&L  CS  20,BAZERMAN C,Fall,2021,0,0
W&L  CS  14,JACKSON W E,Fall,2021,0,0
W&L  CS  11,BROWN R L,Fall,2021,0,0
W&L  CS   5,BROWN R L,Fall,2021,0,0
W&L  CS   2,BROWN R L,Fall,2021,0,0
W&L  CS   1,BROWN R L,Fall,2021,0,0
TMP     491N,ROTTNER R M,Fall,2021,24,25
TMP     432,BEANE M I,Fall,2021,9,23
TMP     431,ROTTNER R M,Fall,2021,16,23
TMP     421,LEARMAN R R,Fall,2021,6,24
TMP     402,BOGART K S,Fall,2021,9,23
TMP     240,HANSEN G S,Fall,2021,11,15
TMP     127,MCKEE K D,Fall,2021,11,68
TMP     124,ZACKRISON E J,Fall,2021,25,46
TMP     122,HEY M V,Fall,2021,4,27
TMP     120,HEY M V,Fall,2021,2,42
TMP     120,ZACKRISON E J,Fall,2021,24,92
TMP     111,GREATHOUSE J,Fall,2021,0,0
THTR W    2B,NAKAMURA J C,Fall,2021,61,143
THTR    250SK,KING W D,Fall,2021,4,7
THTR    210H,NAKAMURA J C,Fall,2021,4,8
THTR    195P,HERRERA D J,Fall,2021,5,5
THTR    195,HERRERA D J,Fall,2021,10,11
THTR    194A,BERNARD M A,Fall,2021,15,16
THTR    188S,GARCIA DAHAN,Fall,2021,17,55
THTR    180G,BOROWICZ L A,Fall,2021,20,54
THTR    152A,BRAININ R,Fall,2021,11,16
THTR    151F,LEWIS J D,Fall,2021,11,12
THTR    151F,TORSIGLIERI A,Fall,2021,11,12
THTR    151A,APPEL I J,Fall,2021,14,15
THTR    112,MORGAN M,Fall,2021,12,12
THTR    111A,MORGAN M,Fall,2021,12,15
THTR    110A,STEIN D A,Fall,2021,10,15
THTR    104A,KING W D,Fall,2021,8,14
THTR     23,SCOTT V,Fall,2021,7,14
THTR     22,SHEFFIELD C A,Fall,2021,6,19
THTR     19,MITCHELL G M,Fall,2021,6,26
THTR     15A,FISHELL J K,Fall,2021,2,10
THTR     11A,MORGAN M,Fall,2021,7,10
THTR     10A,STEIN D A,Fall,2021,6,10
THTR      9,LYTLE T J,Fall,2021,6,28
THTR      5,FISHELL J K,Fall,2021,43,90
SPAN W    2,MARQUES-PASCU,Fall,2021,9,43
SPAN W    2,RIAZI T,Fall,2021,5,44
SPAN W    1,MARQUES-PASCU,Fall,2021,15,114
SPAN    590,MARQUES-PASCU,Fall,2021,1,6
SPAN    215,BERMUDEZ S,Fall,2021,5,6
SPAN    194,GONZALES-SMIT,Fall,2021,4,25
SPAN    188,CASTILLO J L,Fall,2021,5,28
SPAN    178,POOT-HERRERA,Fall,2021,6,38
SPAN    174,GONZALES-SMIT,Fall,2021,12,26
SPAN    155B,BERMUDEZ S,Fall,2021,6,25
SPAN    154A,EZKERRA VEGAS,Fall,2021,9,28
SPAN    153E,EZKERRA VEGAS,Fall,2021,7,40
SPAN    139,GUYTON ACOSTA,Fall,2021,15,59
SPAN    110B,CORTIJO A,Fall,2021,10,14
SPAN    100,ALVES FERREIR,Fall,2021,25,40
SPAN     30,GONZALES-SMIT,Fall,2021,11,42
SPAN     25,MARQUES-PASCU,Fall,2021,7,31
SPAN     16B,GUYTON ACOSTA,Fall,2021,4,24
SPAN     16A,MARQUES-PASCU,Fall,2021,7,47
SPAN      6,MARQUES-PASCU,Fall,2021,4,36
SPAN      5,MARQUES-PASCU,Fall,2021,10,36
SPAN      4,MARQUES-PASCU,Fall,2021,17,61
SPAN      3,MARQUES-PASCU,Fall,2021,3,43
SOC     294,TWINE F W,Fall,2021,4,6
SOC     218C,WOHL H L,Fall,2021,9,13
SOC     190A,FORAN J F,Fall,2021,0,0
SOC     185RT,ROBINSON W I,Fall,2021,15,126
SOC     185M,ANDERSON KE B,Fall,2021,24,82
SOC     185G,BRIDGES T S,Fall,2021,23,88
SOC     185D,DANIEL R,Fall,2021,7,43
SOC     185A,ANDERSON KE B,Fall,2021,46,86
SOC     172,ABRA G J,Fall,2021,10,82
SOC     164,RAYMOND E,Fall,2021,72,90
SOC     155,TAYLOR C J,Fall,2021,19,88
SOC     152C,BALDWIN J D,Fall,2021,0,17
SOC     152C,BALDWIN J I,Fall,2021,0,17
SOC     152B,BALDWIN J D,Fall,2021,8,16
SOC     152B,BALDWIN J I,Fall,2021,8,16
SOC     152A,BALDWIN J D,Fall,2021,85,471
SOC     152A,BALDWIN J I,Fall,2021,85,471
SOC     147,CAST A D,Fall,2021,25,88
SOC     146,BRIDGES T S,Fall,2021,8,80
SOC     145,RAYMOND E,Fall,2021,49,89
SOC     142,BALDWIN J D,Fall,2021,19,158
SOC     131,NIELSEN E S,Fall,2021,27,88
SOC     130EV,FORAN J F,Fall,2021,70,91
SOC     122GI,ROBINSON W I,Fall,2021,70,234
SOC     122,TOBER T L,Fall,2021,23,92
SOC     118C,WOHL H L,Fall,2021,24,90
SOC     108ST,RAYMOND E,Fall,2021,21,58
SOC     108G,FORAN J F,Fall,2021,26,55
SOC     108A,TAYLOR C J,Fall,2021,16,52
SOC     108,CAST A D,Fall,2021,5,61
SOC       1,TOBER T L,Fall,2021,315,511
SLAV    182,MCCLAIN K L,Fall,2021,4,29
SLAV    152A,MCCLAIN K L,Fall,2021,9,29
SLAV     35,WELD S P,Fall,2021,15,30
SHS     122,INGHAM R J,Fall,2021,7,8
RUSS    101A,MCLELLAN L,Fall,2021,2,10
RUSS      4,MCLELLAN L,Fall,2021,4,5
RUSS      1,MCCLAIN K L,Fall,2021,5,22
RUSS      1,MCLELLAN L,Fall,2021,7,18
RUSS      1,MOVSESIAN H,Fall,2021,2,8
RG ST   289C,REYNOLDS D F,Fall,2021,7,7
RG ST   223,CARLSON T A,Fall,2021,5,5
RG ST   208,PEREZ E,Fall,2021,11,14
RG ST   206F,WALLACE V A,Fall,2021,6,7
RG ST   200D,WALKER D S,Fall,2021,11,13
RG ST   191A,BUSTO R V,Fall,2021,10,25
RG ST   190WE,KAUFFMAN M E,Fall,2021,6,33
RG ST   190EI,KAUFFMAN M E,Fall,2021,9,34
RG ST   162G,ELISON W N,Fall,2021,9,18
RG ST   159D,HILLIS G A,Fall,2021,4,7
RG ST   157G,FEIZMOHAMMADP,Fall,2021,6,34
RG ST   156EE,JARRETT G C,Fall,2021,8,31
RG ST   156CC,HAMILTON N C,Fall,2021,6,10
RG ST   149H,EL OMARI R M,Fall,2021,4,14
RG ST   148A,REYNOLDS D F,Fall,2021,9,9
RG ST   140E,THONNART M M,Fall,2021,7,28
RG ST   132C,WOLFSON E R,Fall,2021,7,19
RG ST   131F,HECHT R,Fall,2021,19,83
RG ST   127A,EVANS M M,Fall,2021,6,21
RG ST   115A,GARR W R,Fall,2021,15,61
RG ST   107,PEREZ E,Fall,2021,18,25
RG ST   104,WALKER D S,Fall,2021,1,5
RG ST    84,EL OMARI R M,Fall,2021,3,18
RG ST    58D,ENTESHARI F,Fall,2021,1,8
RG ST    58A,FEIZMOHAMMADP,Fall,2021,0,18
RG ST    57A,FEIZMOHAMMADP,Fall,2021,1,13
RG ST    30,HECHT R,Fall,2021,18,46
RG ST    28,ELISON W N,Fall,2021,11,61
RG ST    26,WOLFSON E R,Fall,2021,18,54
RG ST    21,HILLIS G A,Fall,2021,65,178
RG ST    17A,GARR W R,Fall,2021,1,14
RG ST    11A,VYAS M M,Fall,2021,2,9
RG ST    10D,CAMPO M,Fall,2021,2,10
RG ST    10A,CAMPO M,Fall,2021,8,39
PSY     594EJ,JACOBS E,Fall,2021,5,5
PSY     592NB,GOARD M,Fall,2021,0,0
PSY     592FS,LIBERMAN Z E,Fall,2021,0,0
PSY     592FS,RATNER K G,Fall,2021,0,0
PSY     592DV,COSMIDES L,Fall,2021,0,0
PSY     592CP,HEGARTY M,Fall,2021,0,0
PSY     592CG,HEGARTY M,Fall,2021,0,0
PSY     590A,ALBADA N A,Fall,2021,0,0
PSY     234,GIESBRECHT B,Fall,2021,11,11
PSY     221A,COLLINS N L,Fall,2021,7,10
PSY     202,SHERMAN D A,Fall,2021,3,12
PSY     183,FRIDLUND A J,Fall,2021,49,253
PSY     155,COSMIDES L,Fall,2021,9,60
